ICO_Name_ib,Status(donghwa),Etherscan Address,ICO_Name_rt,ico_address,no_tl,Success (Y/N),Platform_ib,Type_ib,ICO start_ib,ICO end_ib,ICO_start_rt,ICO_end_rt,DistributorAddress,Single Layer,Double Layer
Farm2Kitchen,,,,https://icobench.com/ico/farm2kitchen,6235,,,,2018-11-05,2019-04-30,,,,0.0,0.0
Blockwei,NoTokenTransfer,0x0a44ba5352f12ddc32efcb4d5967c88ddc82982e,,https://icobench.com/ico/blockwei,6236,N,,,2018-11-05,2019-02-05,,,,0.0,0.0
RainCheck,NonERC20,,,https://icobench.com/ico/raincheck,6237,N,,,2018-11-05,2018-12-05,,,,0.0,0.0
XERA,DistributorsHardtoIdentify,0x5e80ff46592760b3e4668a1dea662839ca9e76ab,,https://icobench.com/ico/xera,6238,Y,,,2018-11-05,2018-12-31,,,,0.0,0.0
LXDX,NoMatch,,,https://icobench.com/ico/lxdx,6239,N,,,2018-11-05,2018-12-05,,,,0.0,0.0
Koilop,OK,0xdb2e1d83f24950aa97cff4eb68af24d92b4e584b,,https://icobench.com/ico/koilop,6241,N,,,2018-10-05,2018-12-23,,,0x0000000000000000000000000000000000000000,0.0,0.0
Talketh,OK,0x9e17d13b638fc9f0ca941d4fe1c3e4da827cece1,,https://icobench.com/ico/talketh,6242,N,,,2018-09-05,2018-12-31,,,0xc939a54f50542d7189cfc065ca51ca427127c7be,6.0,182.0
Bablos,DistributorsHardtoIdentify,0x13601888f649c96383812ec45c608b4e7da5e899,,https://icobench.com/ico/bablos,6243,Y,,,2018-09-05,2018-12-01,,,,0.0,0.0
ELAMACHAIN,NoTokenTransfer,0xec6c861c2a2b1e5ff5336731bc80c29dbff88273,,https://icobench.com/ico/elamachain,6244,N,,,2018-08-06,2018-10-01,,,,0.0,0.0
Trademonk,NoTokenTransfer,0x4a3c0c2c39d23ce4dc4b5bde82d8de0f32d0a3b6,,https://icobench.com/ico/trademonk,6245,N,,,2018-08-06,2018-11-30,,,,0.0,0.0
Influ,OK,0x85c77c93b730bc4f568aff15f98cea8bd7230e1c,,https://icobench.com/ico/influ,6246,N,,,2018-08-06,2018-12-24,,,0x6f3d70bae7cb77f064b7bd1773d5c1fb38f67cbe,0.0,0.0
BF Token,transfer after ending,0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,,https://icobench.com/ico/bnktothefuture,6247,Y,,,2018-02-06,2018-02-13,,,,0.0,0.0
B-mail,OK,0x1bca728c39d05529ad4257943f620734b151cade,,https://icobench.com/ico/blockchain-e-mail-token,6248,N,,,2018-01-06,2018-01-26,,,0x535f366f93b205a86c93c70cc02755d01a80977f,6.0,125.0
Skytale,NonERC20,,,https://icobench.com/ico/skytale,6249,N,,,2017-11-06,2017-11-12,,,,0.0,0.0
AML Bitcoin,NonERC20,,,https://icobench.com/ico/aml-bitcoin,6250,Y,,,2017-10-06,2018-02-13,,,,0.0,0.0
K-Systems,NoTokenTransfer,0xb09345ce9a795efe675197838e5acde392b71317,,https://icobench.com/ico/k-systems,6251,N,,,2018-09-06,2018-12-31,,,,0.0,0.0
NEO Finance,NoMatch,,,https://icobench.com/ico/neo-finance,6252,N,,,2018-09-06,2018-09-30,,,,0.0,0.0
Cryptoscene,NonERC20,,,https://icobench.com/ico/cryptoscene,6254,N,,,2018-06-07,2018-07-07,,,,0.0,0.0
Cryde,ICODateSeemsWrong,0x8945975607fb4d23a554fd5dab08098152efe519,,https://icobench.com/ico/cryde,6255,Y,,,2018-05-07,2018-06-12,,,,0.0,0.0
Indochain,OK,0x32a2d1acc97a454d726233d9a13d12dfa494ff33,,https://icobench.com/ico/indochain,6256,N,,,2018-11-07,2019-02-10,,,0x0000000000000000000000000000000000000000,0.0,0.0
Suapp,NoTokenTransfer,0x425d354dceb40a5f64992d487dc51f7b83ea0ac7,,https://icobench.com/ico/suapp,6257,N,,,2018-10-07,2019-01-31,,,,0.0,0.0
FootStar,NoTokenTransfer,0x4509fcbbe90f82b6e10de7ba1c88d9524d1046c7,,https://icobench.com/ico/footstar,6258,N,,,2018-09-07,2018-12-31,,,,0.0,0.0
Bumo,NoTokenTransfer,0xe8409a180ee909d8f5e56d5322e9094af26307c4,,https://icobench.com/ico/bumo,6260,Y,,,2018-09-07,2018-10-07,,,,0.0,0.0
Pension Rewards,,,,https://icobench.com/ico/pension-rewards,6261,,,,2018-09-07,2019-12-09,,,,0.0,0.0
Eastads Credits,DistributorsHardtoIdentify,0x99b09a9b9e9c26b3e65d84fcc9a1cd8acb289e25,,https://icobench.com/ico/eastads-credits,6262,N,,,2018-09-07,2018-10-16,,,,0.0,0.0
One Solution,NoMatch,,,https://icobench.com/ico/one-solution,6263,Y,,,2018-12-08,2019-02-08,,,,0.0,0.0
Outing,OK,0x77a4a5b3007efa19b5d049b914a1271367e27fe4,,https://icobench.com/ico/outing,6264,N,,,2018-01-08,2018-02-18,,,0xa6a5878a9715310e80bb932772cad8e9c6a79c04,0.0,0.0
TOS,,0xfb5a551374b656c6e39787b1d3a03feab7f3a98e,,https://icobench.com/ico/tos,6265,Y,,,2018-05-08,2018-05-18,,,,0.0,0.0
Coinolix,OK,0x67fe7b4958a00f263ebd16d246a9a3b2ea3050d7,,https://icobench.com/ico/coinolix,6266,Y,,,2018-11-08,2018-12-13,,,0x0000000000000000000000000000000000000000,0.0,0.0
Tokeneo,DistributorsHardtoIdentify,0x70f414b2bcc447f8e41a57c357c20e3ad1bb864d,,https://icobench.com/ico/tokeneo,6267,N,,,2018-10-08,2018-12-10,,,,0.0,0.0
Get Achieve,OK,0x33262f34eb8bd760706ede30c908cb1beb5aaf6c,,https://icobench.com/ico/get-achieve,6268,N,,,2018-10-08,2018-12-02,,,0x1aff1fa1fb9e83f91e660e64247cbd6d62d220e0,0.0,0.0
Poins,NonERC20,,,https://icobench.com/ico/poins,6269,N,,,2018-10-08,2018-12-15,,,,0.0,0.0
2TF,NoTokenTransfer,0xe30310608301eb9171d0d1586cf7c39c4f2ad7f2,,https://icobench.com/ico/2tf,6270,N,,,2018-10-08,2018-11-13,,,,0.0,0.0
Aclyd,transfer after ending,0x34b4af7c75342f01c072fa780443575be5e20df1,,https://icobench.com/ico/aclyd,6271,Y,,,2018-09-08,2018-12-15,,,,0.0,0.0
YuTu.Coin,transfer after ending,0x22049267fe48041e88835755bd61ec81e8fc7ebb,,https://icobench.com/ico/yutu-co-in,6272,Y,,,2018-08-09,2018-10-13,,,,0.0,0.0
Block-Chain.com,transfer after ending,0x2ecb13a8c458c379c4d9a7259e202de03c8f3d19,,https://icobench.com/ico/block-chain,6273,Y,,,2018-08-09,2018-11-07,,,,0.0,0.0
EWA,NoMatch,,,https://icobench.com/ico/ewa,6274,Y,,,2017-12-09,2017-12-31,,,,0.0,0.0
Online Berry,,,,https://icobench.com/ico/online-berry,6275,,,,2018-12-09,2019-04-20,,,,0.0,0.0
Estatecoin.fund,NoMatch,,,https://icobench.com/ico/estatecoin,6276,N,,,2017-11-09,2017-12-09,,,,0.0,0.0
PGF500,,,,https://icobench.com/ico/pgf500,6277,,,,2018-11-09,2019-04-30,,,,0.0,0.0
TravelNote,OK,0x5635ddeabf9cdda686995fe90beb5411831563fc,,https://icobench.com/ico/travelnote,6278,Y,,,2018-11-09,2018-11-21,,,0x0000000000000000000000000000000000000000,0.0,0.0
winkPark,NoMatch,,,https://icobench.com/ico/winkpark,6279,Y,,,2018-10-09,2018-12-31,,,,0.0,0.0
WinMiner,NonERC20,,,https://icobench.com/ico/winminer,6280,N,,,2018-10-09,2018-12-31,,,,0.0,0.0
Peoples,OK,0xe85b4c53b72c1ddf2d522963ac4596e2a5c8ea37,,https://icobench.com/ico/peoples,6281,N,,,2018-08-10,2018-09-24,,,0x9134d84e747113584c679899b5172d7b9b81c551,0.0,0.0
Symmetry Fund,OK,0xb54da0854f41396886eb728e0f8082382281f84a,,https://icobench.com/ico/symmetry-fund,6282,Y,,,2017-12-10,2018-02-10,,,0x0000000000000000000000000000000000000000,0.0,0.0
Qashback,transfer after ending,0x1582db549afe91a1b764e0b50028028e4289b5a1,,https://icobench.com/ico/qashback,6283,Y,,,2018-12-10,2019-01-04,,,,0.0,0.0
botXcoin,transfer after ending,0xef19f4e48830093ce5bc8b3ff7f903a0ae3e9fa1,,https://icobench.com/ico/botxcoin,6284,N,,,2018-12-10,2019-01-28,,,,0.0,0.0
Polochain,NoTokenTransfer,0x13bcd80dec81a108f61d698ecc6ecf98a5f5de79,,https://icobench.com/ico/polochain,6285,N,,,2018-12-10,2019-01-10,,,,0.0,0.0
Game Fanz,OK,0x3930e4ddb4d24ef2f4cb54c1f009a3694b708428,,https://icobench.com/ico/game-fanz,6286,N,,,2018-12-10,2019-03-03,,,0x3930e4ddb4d24ef2f4cb54c1f009a3694b708428,0.0,0.0
Coinshare,NoMatch,,,https://icobench.com/ico/coinshare,6287,Y,,,2018-12-10,2018-12-31,,,,0.0,0.0
iCumulate,NoTokenTransfer,0x8a1c33885cff159d1696b24e8b9be8c1ba8ab376,,https://icobench.com/ico/icumulate,6288,N,,,2018-12-10,2018-12-31,,,,0.0,0.0
LoopX,,0x4a598d5b6ec08c03766e5730bf41540946021dd3,,https://icobench.com/ico/loopx,6289,SCAM,,,2018-01-10,2018-01-30,,,,0.0,0.0
SkyWay,NoMatch,,,https://icobench.com/ico/skyway,6290,Y,,,2017-07-10,2017-08-10,,,,0.0,0.0
Mindol,DistributorsHardtoIdentify,0x862Da0A691bb0b74038377295f8fF523D0493eB4,,https://icobench.com/ico/mindol,6291,Y,,,2018-06-10,2018-08-16,,,,0.0,0.0
Crypto Asset Rating,NoMatch,,,https://icobench.com/ico/crypto-asset-rating,6292,N,,,2018-06-10,2018-12-31,,,,0.0,0.0
Blocform,OK,0x2ee3b3804f695355ddc4f8e1c54654416d7ee95a,,https://icobench.com/ico/blocform,6293,N,,,2018-05-10,2018-09-09,,,0x7861a12a4c225d7de5367ec90fdaa24cea2c91d8,0.0,0.0
Cruisebit,transfer after ending,0x2cf618c19041d9db330d8222b860a624021f30fb,,https://icobench.com/ico/cruisebit,6294,Y,,,2018-05-10,2018-07-10,,,,0.0,0.0
Linkeye,transfer after ending,0xfa3118b34522580c35ae27f6cf52da1dbb756288,,https://icobench.com/ico/linkeye,6295,Y,,,2017-11-10,2018-01-31,,,,0.0,0.0
Extremium,NoTokenTransfer,0xce5311217142fcead9b9e00a8a3fba1e17816dd6,,https://icobench.com/ico/extremium,6296,N,,,2018-11-10,2019-01-10,,,,0.0,0.0
Smart League,NonERC20,,,https://icobench.com/ico/smart-league,6297,N,,,2018-11-10,2018-12-08,,,,0.0,0.0
Resto,OK,0x0d62b001ca7f2fb4f9458f8585a0bb38a4d8fde7,,https://icobench.com/ico/resto,6299,Y,,,2018-10-10,2018-12-15,,,0x4ce10cf465d2b56dbf5cc0087eddc06bcf60670b,0.0,0.0
MOONX,NoMatch,,,https://icobench.com/ico/moonx,6300,Y,,,2018-10-10,2018-11-14,,,,0.0,0.0
QI,DistributorsHardtoIdentify,,,https://icobench.com/ico/qi,6302,Y,,,2018-09-10,2018-11-01,,,,0.0,0.0
Kinesis,,,,https://icobench.com/ico/kinesis,6303,,,,2018-09-10,2019-03-17,,,,0.0,0.0
Exmo Coin,NoMatch,,,https://icobench.com/ico/exmo-coin,6304,N,,,2018-09-10,2018-10-10,,,,0.0,0.0
Xtribe,NoTokenTransfer,0x963ce1bc3b96f8975b496ed5e51ef5f4067f64db,,https://icobench.com/ico/xtribe,6305,N,,,2018-09-10,2019-01-31,,,,0.0,0.0
Magnetics,NoTokenTransfer,0xa74b92653445f58F2835B6D3dD606e965063bA8A,,https://icobench.com/ico/magnetics,6306,N,,,2018-09-10,2018-12-08,,,,0.0,0.0
Primas,transfer after ending,0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec,,https://icobench.com/ico/primas,6307,Y,,,2017-08-11,2017-08-25,,,,0.0,0.0
GaxCoin,OK,0xb30308bc705f723a1ceb74779309776b32644a00,,https://icobench.com/ico/gaxcoin,6308,N,,,2018-08-11,2019-01-06,,,0x8a19501c2842be5110f4dc12234fb788ba1f5a97,0.0,0.0
Aston,transfer after ending,0x1a0f2ab46ec630f9fd638029027b552afa64b94c,,https://icobench.com/ico/aston,6309,Y,,,2017-12-11,2017-12-31,,,,0.0,0.0
BergmannOS,OK,0x0de1fcfe2aeb72636458944fbedef9cf0c7d45c0,,https://icobench.com/ico/bergmannos,6310,N,,,2017-12-11,2018-03-12,,,0x9dafa0dc324f25de967815540652098dee09163c,0.0,0.0
ProBit,NoTokenTransfer,0xfb559ce67ff522ec0b9ba7f5dc9dc7ef6c139803,,https://icobench.com/ico/probit,6311,N,,,2018-12-11,2018-12-12,,,,0.0,0.0
Dipitto,NoTokenTransfer,0xa6008b809b1e3bd770affb1bad421cecdb5409a9,,https://icobench.com/ico/dipitto,6313,N,,,2018-07-11,2018-08-11,,,,0.0,0.0
gonetworks,transfer after ending,0x423b5f62b328d0d6d44870f4eee316befa0b2df5,,https://icobench.com/ico/gonetworks,6314,Y,,,2018-06-11,2018-06-29,,,,0.0,0.0
Coinyspace,transfer after ending,0x3b5513e834f5ea2438e67177b66270527dab8d70,,https://icobench.com/ico/coinyspace,6315,N,,,2018-06-11,2018-07-31,,,,0.0,0.0
INCX,OK,0xa984a92731c088f1ea4d53b71a2565a399f7d8d5,,https://icobench.com/ico/internationalcryptox,6316,Y,,,2018-06-11,2018-06-15,,,0x0000000000000000000000000000000000000000,0.0,0.0
Block Broker,NoTokenTransfer,0x3c9eef3e8cd28576b9be44363a61af83bb81f3fc,,https://icobench.com/ico/block-broker,6317,N,,,2018-06-08,2018-07-20,,,,0.0,0.0
HetaChain,NoMatch,,,https://icobench.com/ico/hetachain,6318,Y,,,2018-11-11,2018-12-10,,,,0.0,0.0
Labtorum,OK,0x1bd4e709a076fb71ea1014293a739f2b19ca565d,,https://icobench.com/ico/labtorum,6319,N,,,2018-08-12,2018-09-04,,,0x0000000000000000000000000000000000000000,0.0,0.0
Allchain,NoMatch,,,https://icobench.com/ico/allchain,6320,Y,,,2017-12-12,2018-01-09,,,,0.0,0.0
Nexty,NoMatch,,,https://icobench.com/ico/nexty-coin,6321,Y,,,2017-12-19,2018-01-19,,,,0.0,0.0
Thor,NonERC20,,,https://icobench.com/ico/thor-token,6322,Y,,,2018-03-12,2018-04-05,,,,0.0,0.0
Capverto,,,,https://icobench.com/ico/capverto-ico,6323,,,,2018-11-12,2019-04-29,,,,0.0,0.0
Lyfe,transfer after ending,0x08350dfe9b5bca39599b20e0ed92c5c78dc8a891,,https://icobench.com/ico/lyfe,6324,Y,,,2018-11-12,2018-12-07,,,,0.0,0.0
Bahiti,,,,https://icobench.com/ico/bahiti,6325,,,,2018-11-12,2019-04-01,,,,0.0,0.0
GRE8,NoTokenTransfer,0x69b857c8d3176d96adc70357688b435bf6d3a0a4,,https://icobench.com/ico/gre8,6326,N,,,2018-11-12,2019-01-09,,,,0.0,0.0
Melior AI,NoMatch,,,https://icobench.com/ico/melior-ai,6327,N,,,2018-11-12,2018-12-15,,,,0.0,0.0
Global Tech,OK,0xfacfb7aad014f30f06e67cbee8d3308c69aed37a,,https://icobench.com/ico/global-tech,6328,N,,,2018-09-12,2018-12-10,,,0x69f8c1604f27475af9f872e07c2e6a56b485dacf,7.0,0.0
Lendoit,OK,0x9D0A108fbb9B311e9976bC071D4469123659562F,,https://icobench.com/ico/lendoit,6329,N,,,2017-12-13,2018-01-13,,,0x00a7ca00471d62dece1b52ab409b8307836072c3,0.0,0.0
Ulticoin,,,,https://icobench.com/ico/ulticoin,6330,,,,2018-11-13,2019-05-12,,,,0.0,0.0
Lottechain,OK,0x7927df031d5a23f9446c1bb9b2377d2b9897a421,,https://icobench.com/ico/lottechain,6331,N,,,2018-10-13,2018-11-13,,,0x0000000000000000000000000000000000000000,0.0,0.0
mHealthCoin,,,,https://icobench.com/ico/mhealthcoin,6332,,,,2018-09-13,2019-03-31,,,,0.0,0.0
Fidelity House,,,,https://icobench.com/ico/fidelity-house,6333,,,,2018-12-14,2019-04-13,,,,0.0,0.0
Weedo,NoMatch,,,https://icobench.com/ico/weedo,6335,N,,,2018-06-14,2018-07-30,,,,0.0,0.0
PyaPay,NoMatch,,,https://icobench.com/ico/pyapay,6336,N,,,2018-05-14,2018-06-14,,,,0.0,0.0
Fishcoin,NoMatch,,,https://icobench.com/ico/fishcoin,6337,N,,,2018-11-14,2018-11-30,,,,0.0,0.0
Pikcars,OK,0xbfffc5ae8f7c87e9c4eaa1ef88c2a6c219a1563d,,https://icobench.com/ico/pikcars,6338,Y,,,2018-11-14,2018-12-14,,,0x0000000000000000000000000000000000000000,0.0,0.0
Authpaper,transfer after ending,0x500df47e1df0ef06039218dcf0960253d89d6658,,https://icobench.com/ico/authpaper,6339,N,,,2018-09-14,2018-12-15,,,,0.0,0.0
Vital,,,,https://icobench.com/ico/vital-neuro-inc,6340,,,,2018-09-14,2019-03-31,,,,0.0,0.0
Airgeadcoin,NoMatch,,,https://icobench.com/ico/airgeadcoin,6341,N,,,2018-09-14,2019-03-07,,,,0.0,0.0
Zantepay,transfer after ending,0xeffea57067e02999fdcd0bb45c0f1071a29472d9,,https://icobench.com/ico/zantepay,6342,Y,,,2018-04-15,2018-07-15,,,,0.0,0.0
Rentaway,NoMatch,,,https://icobench.com/ico/www-rentaway-com,6344,N,,,2018-04-15,2018-05-15,,,,0.0,0.0
CoinCase,NoMatch,,,https://icobench.com/ico/crypto-coin-case,6345,Y,,,2018-08-15,2018-11-30,,,,0.0,0.0
Cardonio,,,,https://icobench.com/ico/cardonio,6346,,,,2018-08-15,2019-08-01,,,,0.0,0.0
BitcoinCorner,,,,https://icobench.com/ico/bitcoincorner,6347,,,,2018-08-15,2019-08-14,,,,0.0,0.0
8gig,OK,0x8744a672d5a2df51da92b4bab608ce7ff4ddd804,,https://icobench.com/ico/8gig,6348,N,,,2018-08-15,2019-02-15,,,"0x072f140dccce18f9966aeb6d71ffcd0b42748683,0x0f43093b586b011258479e61d41a862e909386e0",0.0,0.0
Internacional Coin,NonERC20,,,https://icobench.com/ico/internacional-coin,6349,N,,,2018-08-15,2018-11-30,,,,0.0,0.0
Allend,NoMatch,,,https://icobench.com/ico/allend,6350,Y,,,2017-12-15,2018-01-28,,,,0.0,0.0
GBPT,,,,https://icobench.com/ico/gbpt,6351,,,,2018-12-15,2019-03-15,,,,0.0,0.0
Airtoto,,,,https://icobench.com/ico/airtoto,6352,,,,2018-12-15,2019-03-14,,,,0.0,0.0
Sound Legends,OK,0x537dc8926cf28a83286ec48e43208a043d37b3cc,,https://icobench.com/ico/sound-legends,6354,N,,,2018-12-15,2019-02-15,,,0x4e3039399e04a0fb6c69c7b982034575e59e5753,0.0,0.0
Holiday,NonERC20,,,https://icobench.com/ico/holiday,6355,N,,,2018-12-15,2019-02-15,,,,0.0,0.0
EXXO,NoTokenTransfer,0x29e4240917e731c70c81debdfe02b3c232759dfa,,https://icobench.com/ico/exxo-exchange,6356,N,,,2018-02-15,2018-03-15,,,,0.0,0.0
BlockAV,NoTokenTransfer,0x4045fc5d5885a12d17a0401b42e99cd69d3d93e5,,https://icobench.com/ico/blockav,6357,N,,,2018-02-15,2018-04-01,,,,0.0,0.0
Centrality,transfer after ending,0x1122b6a0e00dce0563082b6e2953f3a943855c1f,,https://icobench.com/ico/centrality,6359,Y,,,2018-01-15,2018-02-15,,,,0.0,0.0
ARBITRAGING,transfer after ending,0xafbec4d65bc7b116d85107fd05d912491029bf46,,https://icobench.com/ico/arbitraging,6360,Y,,,2018-01-15,2018-04-10,,,,0.0,0.0
Support Chain,NoMatch,,,https://icobench.com/ico/support-chain,6361,N,,,2018-07-15,2018-09-30,,,,0.0,0.0
Origin Reporting,NoMatch,,,https://icobench.com/ico/origin-reporting,6362,N,,,2018-09-01,2018-09-30,,,,0.0,0.0
Molecule,DistributorsHardtoIdentify,0x32b7a3018e4b832dea848786348164667ec030f3,,https://icobench.com/ico/molecule-mlc,6363,Y,,,2018-07-15,2018-08-15,,,,0.0,0.0
Crowdif,NoMatch,,,https://icobench.com/ico/crowdif,6364,N,,,2018-06-15,2018-07-06,,,,0.0,0.0
CHERR.IO,CancelledICO,0x385fe0597fb60c281b54955e7d15c07578ce745b,,https://icobench.com/ico/cherr-io,6365,N,,,2018-06-15,2018-06-30,,,,0.0,0.0
Dibbs,NoMatch,,,https://icobench.com/ico/dibbs,6366,N,,,2018-03-15,2018-06-15,,,,0.0,0.0
Cryptelo,NoMatch,,,https://icobench.com/ico/cryptelo,6368,Y,,,2018-03-15,2018-04-30,,,,0.0,0.0
Future1Coin,transfer after ending,0xb0a0a070640b450eb136dc377208469ee4f49fbc,,https://icobench.com/ico/future1coin,6369,Y,,,2018-05-15,2018-06-15,,,,0.0,0.0
Advanced Miners,NoMatch,,,https://icobench.com/ico/advanced-miners,6370,N,,,2018-05-15,2018-07-15,,,,0.0,0.0
APIS Beechain,DistributorsHardtoIdentify,0x4c0fbe1bb46612915e7967d2c3213cd4d87257ad,,https://icobench.com/ico/apis-beechain,6371,Y,,,2018-05-15,2018-06-15,,,,0.0,0.0
Prime Shipping Foundation,NoMatch,,,https://icobench.com/ico/prime-shipping-foundation,6372,N,,,2018-11-15,2018-12-01,,,,0.0,0.0
BitCanna,,,,https://icobench.com/ico/bitcanna,6373,,,,2018-11-15,2019-06-30,,,,0.0,0.0
cosquare,,,,https://icobench.com/ico/cosquare,6374,,,,2018-11-15,2019-04-14,,,,0.0,0.0
LYNCHPIN TOKEN,,,,https://icobench.com/ico/lyntoken,6375,,,,2018-11-15,2019-05-01,,,,0.0,0.0
Winnest,NoMatch,0xd284947ad9ed93234c01ab77b534cc29827f4432,,https://icobench.com/ico/winnest,6376,Y,,,2018-11-15,2019-03-04,,,,0.0,0.0
VRExplosion,NoMatch,,,https://icobench.com/ico/vrexplosion,6378,Y,,,2018-11-15,2019-01-15,,,,0.0,0.0
Cryptune,OK,0x5797a6291c3f22f785bc6b793d023ef034a17719,,https://icobench.com/ico/cryptune,6380,N,,,2018-11-15,2019-02-11,,,0x1237f026023f7e82e9749507f7272b4aef6a7646,1.0,1.0
veriTAG,,,,https://icobench.com/ico/veritag,6381,Y,,,2018-11-15,2019-01-15,,,,0.0,0.0
Contentos,OK,0x589891a198195061cb8ad1a75357a3b7dbadd7bc,,https://icobench.com/ico/contentos,6382,N,,,2018-11-15,2018-11-30,,,0xf33fe08604b009f55a7b898ee9b8d19688b0ac25,0.0,0.0
Lynked.World,NoMatch,0xad93aa3169338905cdb5696c7516c65815ae3242,,https://icobench.com/ico/lynked-world,6383,Y,,,2018-11-15,2019-02-10,,,,0.0,0.0
NHCT,transfer after ending,0x71d6d43512e574e9756c2f030b1376eb5d91ebc9,,https://icobench.com/ico/nhct,6384,Y,,,2018-11-15,2018-12-15,,,,0.0,0.0
Luxbio,NoMatch,,,https://icobench.com/ico/luxbio,6385,N,,,2018-11-15,2019-02-28,,,,0.0,0.0
Declub,NoTokenTransfer,0x8f31281f601a0d5493cbc37d745872563eea55c2,,https://icobench.com/ico/declub,6386,N,,,2018-11-15,2018-12-15,,,,0.0,0.0
Yunique,,,,https://icobench.com/ico/yunique,6387,,,,2018-11-15,2019-03-15,,,,0.0,0.0
Biohal,,,,https://icobench.com/ico/biohal,6388,N,,,2018-11-15,2019-11-30,,,,0.0,0.0
Muzika,ICODateSeemsWrong,0x1f35a281036be57e64e7e7a2a556b4f888a1b829,,https://icobench.com/ico/muzika,6389,N,,,2018-11-15,2018-12-15,,,,0.0,0.0
Greentoken,ICODateSeemsWrong,0x6206387a8644647f9e02a360b247dc081b7bcd99,,https://icobench.com/ico/greentoken,6390,N,,,2018-11-15,2018-12-15,,,,0.0,0.0
Bigtangle,,,,https://icobench.com/ico/bigtangle,6391,,,,2018-11-15,2019-03-15,,,,0.0,0.0
Feon,NoMatch,0x1e9fd15d0f4392e2fb7b54a8d97021c46f6eaf20,,https://icobench.com/ico/feon,6392,Y,,,2018-10-15,2018-11-30,,,,0.0,0.0
Miracle Tele,,,,https://icobench.com/ico/miracle-tele,6393,,,,2018-10-15,2019-10-15,,,,0.0,0.0
CYBR,,,,https://icobench.com/ico/cybr,6394,,,,2018-10-15,2019-04-30,,,,0.0,0.0
EOSex,NonERC20,,,https://icobench.com/ico/eosex,6395,Y,,,2018-10-15,2018-11-30,,,,0.0,0.0
BlueOcean,,,,https://icobench.com/ico/blueocean,6396,,,,2018-10-15,2019-03-31,,,,0.0,0.0
XS2 Exchange,OK,0x448bd15ac18ce6386c27914c14c18fd9148df75f,,https://icobench.com/ico/xs2-exchange,6397,N,,,2018-10-15,2018-11-15,,,0x15c5312e24482547ff35899afedcaeb572ecb029,35.0,0.0
Smart Trade Coin,,,,https://icobench.com/ico/smart-trade-coin,6398,,,,2018-10-15,2019-04-15,,,,0.0,0.0
V-ID,DistributorsHardtoIdentify,0x445f51299ef3307dbd75036dd896565f5b4bf7a5,,https://icobench.com/ico/v-id,6399,Y,,,2018-10-15,2018-12-20,,,,0.0,0.0
Excolony,NonERC20,,,https://icobench.com/ico/excolony,6400,Y,,,2018-10-15,2019-01-14,,,,0.0,0.0
SmartContractChain,NoMatch,,,https://icobench.com/ico/smartcontractchain,6401,N,,,2018-10-15,2018-12-31,,,,0.0,0.0
Twex,NoMatch,,,https://icobench.com/ico/twex,6402,N,,,2018-10-15,2019-03-01,,,,0.0,0.0
Chrypto,,,,https://icobench.com/ico/chrypto,6403,,,,2018-10-15,2019-04-07,,,,0.0,0.0
Vion,NoTransfer,0x29cf5c78268225d4c2b7cbb85b02dcf697ae920a,,https://icobench.com/ico/vion,6404,N,,,2018-11-15,2019-02-15,,,,0.0,0.0
Vera Cruz Coin,NoMatch,,,https://icobench.com/ico/vera-cruz-coin,6405,Y,,,2018-11-21,2018-12-15,,,,0.0,0.0
IDA,NoMatch,,,https://icobench.com/ico/ida,6406,Y,,,2018-10-15,2018-11-15,,,,0.0,0.0
NEL,NonERC20,,,https://icobench.com/ico/nel,6408,N,,,2018-09-15,2018-11-24,,,,0.0,0.0
Pungo,NonERC20,,,https://icobench.com/ico/pungo,6410,Y,,,2018-09-15,2018-11-15,,,,0.0,0.0
StarCapPays,NoMatch,,,https://icobench.com/ico/starcappays,6411,N,,,2018-09-15,2018-10-15,,,,0.0,0.0
"Hey, Be Well",CancelledICO,,,https://icobench.com/ico/hey-be-well,6413,N,,,2018-09-15,2018-09-30,,,,0.0,0.0
Hoard Wallet,transfer after ending,,,https://icobench.com/ico/hoard-wallet,6414,N,,,2018-09-15,2018-11-09,,,,0.0,0.0
EZYcount,NoMatch,,,https://icobench.com/ico/ezycount,6415,N,,,2018-09-15,2018-12-18,,,,0.0,0.0
Truwho,NonERC20,,,https://icobench.com/ico/truwho,6416,Y,,,2018-09-15,2019-01-21,,,,0.0,0.0
Brick,NoMatch,,,https://icobench.com/ico/brick,6417,N,,,2018-08-16,2018-12-31,,,,0.0,0.0
P2P Global Network,NoMatch,,,https://icobench.com/ico/p2p-global-network,6418,Y,,,2018-12-16,2019-02-28,,,,0.0,0.0
Montis,,,,https://icobench.com/ico/montis,6419,N,,,2018-02-16,2019-02-16,,,,0.0,0.0
Mediex,DistributorsHardtoIdentify,0xe4ffee3b33360e21ea2aec37a39901cb720eb84c,,https://icobench.com/ico/mediex,6420,Y,,,2018-06-16,2018-08-26,,,,0.0,0.0
Alibabacoin,NoMatch,,,https://icobench.com/ico/alibabacoin,6421,Y,,,2018-03-16,2018-07-03,,,,0.0,0.0
DAGT,transfer after ending,0x56D1aE30c97288DA4B58BC39F026091778e4E316,,https://icobench.com/ico/dagt,6422,Y,,,2018-03-16,2018-04-30,,,,0.0,0.0
