ICO_Name_ib,Status(donghwa),Etherscan Address,ICO_Name_rt,ico_address,no_tl,Success (Y/N),Platform_ib,Type_ib,ICO start_ib,ICO end_ib,ICO_start_rt,ICO_end_rt,DistributorAddress,Single Layer,Double Layer
Xcon,,,,https://icobench.com/ico/connect-coin,6051,,,,2018-12-01,2019-03-20,,,,0.0,0.0
Amos,NoTokenTransfer,0xbde6ec78568938b7d839e202f7aee0ba84169ae5,,https://icobench.com/ico/amos,6052,N,,,2018-12-01,2019-03-01,,,,0.0,0.0
Agro Tech Farm,DistributorsHardtoIdentify,0xa55ffAeA5c8cf32B550F663bf17d4F7b739534ff,,https://icobench.com/ico/agro-tech-farm,6053,N,,,2018-02-16,2018-04-20,,,,0.0,0.0
Redchain,OK,0xd5d18b360a45df0297650bf11bbd2fccc416e1e1,,https://icobench.com/ico/redchain,6054,N,,,2018-01-01,2018-01-08,,,0x9ab526794e1e6000381d53a592d303431f2d2a3b,0.0,0.0
Officium,OK,0x689a4c0907be657255a7602be388016dff6af0fd,,https://icobench.com/ico/officium,6057,N,,,2018-07-01,2018-08-25,,,0x20d41e5bf3e0f0afca2a373e5e5bdbc724976b54,0.0,0.0
Hazza,transfer after ending,0xb309818022a2bd6d1138353015adbfd1461da4a2,,https://icobench.com/ico/hazza,6058,N,,,2018-07-01,2018-07-31,,,,0.0,0.0
GigaHash Miner,NoTokenTransfer,0xf48dd74dfb994e595574dafbfa7aa9c7e2be52e7,,https://icobench.com/ico/gigahash-miner,6059,N,,,2018-07-01,2018-09-30,,,,0.0,0.0
Grabameal,NoMatch,,,https://icobench.com/ico/grabameal,6060,N,,,2018-07-01,2018-08-18,,,,0.0,0.0
Longevity United,NoTokenTransfer,,,https://icobench.com/ico/longevity-united,6061,N,,,2018-07-01,2018-07-31,,,,0.0,0.0
IPS,NoTokenTransfer,0x21183eba97f997c9c535d2efb0c761f034b380f3,,https://icobench.com/ico/ips-token,6062,N,,,2018-07-01,2018-12-31,,,,0.0,0.0
Crypto Brokerage,NoMatch,,,https://icobench.com/ico/crypto-brokerage,6063,N,,,2018-07-01,2018-08-30,,,,0.0,0.0
CompositeCoin,NoTokenTransfer,0x32cdf939b36fd67380f540ce98730cdaac7c3b59,,https://icobench.com/ico/compositecoin,6064,N,,,2018-07-01,2018-08-01,,,,0.0,0.0
Cryptoriya,OK,0xf75fbfa2f681860b9a6d19fc3ff3d34cb322e2d6,,https://icobench.com/ico/cryptoriya,6065,N,,,2018-07-01,2018-08-14,,,0xdece7451ebee92bc6a4b97f358bb5f6e87ee102d,0.0,0.0
Clear Cost,NoTokenTransfer,0xbebf59a30e962af6c7fd7d50233c822b4b9238e2,,https://icobench.com/ico/clear-cost,6066,N,,,2018-07-01,2018-11-30,,,,0.0,0.0
Export.Online,NoTokenTransfer,0x023330836f150549ab518d2c388cfd09c7a55872,,https://icobench.com/ico/export-online,6067,N,,,2018-06-01,2018-07-01,,,,0.0,0.0
Emiba,,0xee58a891d2697c7e59d11b20a4f39ab7d62713d7,,https://icobench.com/ico/emiba,6069,,,,2018-06-01,2019-12-31,,,,0.0,0.0
Hedger,OK,0x52494fbffe10f8c29411521040ae8618c334981e,,https://icobench.com/ico/hedger,6070,N,,,2018-06-01,2018-08-31,,,0x3f2d8f12a3e4fcad05564da151c7cbc47e31b517,0.0,0.0
Udap,,0x5f778ec4b31a506c1dfd8b06f131e9b451a61d39,,https://icobench.com/ico/udap,6071,,,,2018-06-01,2019-03-31,,,,0.0,0.0
Mazzuma (MAZ),NoMatch,,,https://icobench.com/ico/mazzuma-maz,6072,N,,,2018-06-01,2018-09-05,,,,0.0,0.0
SupportMarket,NoMatch,,,https://icobench.com/ico/supportmarket,6073,N,,,2018-06-01,2018-06-15,,,,0.0,0.0
FinTech Coin,OK,0xe6f74dcfa0e20883008d8c16b6d9a329189d0c30,,https://icobench.com/ico/fintech-coin,6074,N,,,2018-06-01,2018-10-31,,,0x3fcda408442d550fa6a142505d22a943a64f41e0,0.0,0.0
Mijn Vastgoed,NoMatch,,,https://icobench.com/ico/mijn-vastgoed-dutch-real-estate,6075,N,,,2018-06-01,2018-06-30,,,,0.0,0.0
Breeze Coin,DistributorsHardtoIdentify,0xe12128d653b62f08fbed56bdeb65db729b6691c3,,https://icobench.com/ico/breeze-coin,6076,Y,,,2018-06-01,2018-06-20,,,,0.0,0.0
Adgonos,OK,0x807825ecbc511e01a11adc62a5f8912b2d2132fb,,https://icobench.com/ico/adgonos,6077,N,,,2018-06-01,2018-07-15,,,0x0000000000000000000000000000000000000000,0.0,0.0
Uchit,NoTokenTransfer,0x218fca4f62f6b865eab25cd33c5555b679d8186b,,https://icobench.com/ico/uchit,6078,N,,,2018-06-01,2018-06-30,,,,0.0,0.0
Floaterium,NoMatch,,,https://icobench.com/ico/floaterium,6081,N,,,2018-03-01,2018-04-25,,,,0.0,0.0
Red Lanterns,OK,0x90b567371fbb8f1637d0f41aeee420031b1ea63a,,https://icobench.com/ico/red-lanterns,6082,N,,,2018-03-01,2018-04-15,,,0x0aca2111298d264a07ee1903ee0a18c7ea54fc3a,0.0,0.0
Sint,NoMatch,,,https://icobench.com/ico/sint,6083,Y,,,2018-05-01,2018-05-21,,,,0.0,0.0
Xsolus,NoMatch,,,https://icobench.com/ico/xsolus,6084,N,,,2018-05-01,2018-05-27,,,,0.0,0.0
PORNX,OK,0xdc58e0e4d613a56edd6bd4dd095eaa1bed645889,,https://icobench.com/ico/pornx,6085,Y,,,2018-05-01,2018-06-30,,,0xdd5d4cf95d52da7f43733749893eac0835aff986,0.0,0.0
Fobscoin,NoTokenTransfer,0xace380244861698dba241c4e0d6f8ffc588a6f73,,https://icobench.com/ico/fobscoin,6086,N,,,2018-05-01,2018-05-31,,,,0.0,0.0
INSPEM,OnlyPreICOTransactions,0x53507e1c859463e6c2677c4c8be3e5ee05b2846e,,https://icobench.com/ico/inspem,6087,Y,,,2018-05-01,2018-05-28,,,,0.0,0.0
Contrib,OK,0x43c1c012aa89c60019b4e941ccac98f22d2f3c01,,https://icobench.com/ico/contrib,6088,N,,,2018-08-01,2018-12-30,,,0xc644926f9669b3acb4f22f8271e6bf2b1bd33873,0.0,0.0
Nitecrawler,NoTokenTransfer,0x9d50df2032336f77abbd8d7b88cac23c458fea49,,https://icobench.com/ico/nitecrawler,6089,N,,,2018-11-01,2019-02-01,,,,0.0,0.0
ORET,,,,https://icobench.com/ico/oret,6090,,,,2018-11-01,2019-03-31,,,,0.0,0.0
Primex,NoTokenTransfer,0x3552aad51c0ff6831e7efc80d70bce2fbde155ec,,https://icobench.com/ico/primex,6091,N,,,2018-11-01,2018-12-23,,,,0.0,0.0
MUST Protocol,,,,https://icobench.com/ico/must,6092,,,,2018-11-01,2019-12-31,,,,0.0,0.0
The Government Network,transfer after ending,0x5736fae50bb0baa203c787a9dbbc323589fe4edf,,https://icobench.com/ico/the-government-network,6093,N,,,2018-11-01,2018-11-30,,,,0.0,0.0
Digipay Network,NoTokenTransfer,0xfa44e1fd08148a25d67bb01554f8d76f71aa7cfa,,https://icobench.com/ico/digipay-network,6094,N,,,2018-11-01,2019-01-23,,,,0.0,0.0
karbon14,,,,https://icobench.com/ico/karbon14,6095,,,,2018-11-01,2019-05-01,,,,0.0,0.0
Trademycoin,OK,0x3ee3c43cd9ba0abc4ef763b9070b5d29f5ae1e15,,https://icobench.com/ico/trademycoin,6096,N,,,2018-11-01,2018-11-30,,,0x0000000000000000000000000000000000000000,0.0,0.0
Trading Forest,NoTokenTransfer,0x7e3e49cc64cf9f3ef0563b15f9d90d0edc8385ab,,https://icobench.com/ico/trading-forest,6097,N,,,2018-11-01,2018-12-31,,,,0.0,0.0
MEDoctor,,,,https://icobench.com/ico/medoctor,6098,,,,2018-11-01,2019-05-31,,,,0.0,0.0
eMusic,,,,https://icobench.com/ico/emusic,6099,,,,2018-11-01,2019-04-30,,,,0.0,0.0
TrueGOLD,NoTokenTransfer,0xe51601f59a610dac06868aa711a05e9a4e291256,,https://icobench.com/ico/truegold,6100,N,,,2018-11-01,2018-11-30,,,,0.0,0.0
Everest,NoTokenTransfer,,,https://icobench.com/ico/everest,6101,N,,,2018-11-01,2018-11-30,,,,0.0,0.0
Cryptocoin Insurance,NoMatch,,,https://icobench.com/ico/cryptocoin-insurance,6102,Y,,,2018-11-01,2018-12-27,,,,0.0,0.0
Billion,OK,0x4fd3d880aa1927af77f85e08e72c0bd38818c7da,,https://icobench.com/ico/billion,6103,N,,,2018-11-01,2019-02-01,,,0x0000000000000000000000000000000000000000,0.0,0.0
Wellmee,NonERC20,,,https://icobench.com/ico/wellmee,6104,N,,,2018-11-01,2018-11-30,,,,0.0,0.0
Laccoin,NoTokenTransfer,0x08218bee367909e86c909edd463730ff28a79346,,https://icobench.com/ico/laccoin,6106,N,,,2018-11-01,2018-11-30,,,,0.0,0.0
UTIX,OK,0x3b1ad2987a6dc21678ef80973c2da0d94079651d,,https://icobench.com/ico/utix,6107,N,,,2018-11-01,2019-01-31,,,0x0000000000000000000000000000000000000000,0.0,0.0
Fiii,NoTokenTransfer,0xa7cbe4d4b8475da0de3a1f2b891587b2357067d7,,https://icobench.com/ico/fiii,6108,N,,,2018-11-01,2018-12-31,,,,0.0,0.0
IronX,DistributorsHardtoIdentify,0xf28463c616bd7b14287b0a4a950d35324f2d7280,,https://icobench.com/ico/ironx,6109,Y,,,2018-11-01,2019-01-15,,,,0.0,0.0
LovelySuites,,,,https://icobench.com/ico/lovelysuites,6110,,,,2018-11-01,2019-06-30,,,,0.0,0.0
Cryptonity,DistributorsHardtoIdentify,0xec8b363164cf453bdaadfad4094b566dada41f4d,,https://icobench.com/ico/cryptonity,6111,Y,,,2018-11-01,2018-12-31,,,,0.0,0.0
Ccecoin,DistributorsHardtoIdentify,0x1dacefe4f8eedef2524fa729f563a86695b8888e,,https://icobench.com/ico/ccecoin,6112,N,,,2018-11-01,2018-11-30,,,,0.0,0.0
AIO.Community,NoTokenTransfer,,,https://icobench.com/ico/aio-community,6113,N,,,2018-11-01,2018-12-22,,,,0.0,0.0
LoveBlock.one,OnlyPrivateSale,,,https://icobench.com/ico/loveblock-one,6114,Y,,,2018-11-01,2018-11-30,,,,0.0,0.0
IceChain,NoTokenTransfer,0xa573661b5fb2063d7ab12336ee24589f7a79fdab,,https://icobench.com/ico/icechain,6115,Y,,,2018-11-01,2018-11-21,,,,0.0,0.0
CBNT,OK,0x1274A04257F6DE10Fc71559c85E881187E43b10F,,https://icobench.com/ico/cbnt,6116,N,,,2018-11-01,2018-11-30,,,0x0000000000000000000000000000000000000000,0.0,0.0
Versus Red,,,,https://icobench.com/ico/versus-red,6117,,,,2018-11-01,2019-05-01,,,,0.0,0.0
Smart City,OnlyPreICOTransactions,0x5fa34ce3d7d05e858b50bb38afa91c8b1a045688,,https://icobench.com/ico/smart-city,6118,Y,,,2018-11-01,2018-12-31,,,,0.0,0.0
Coffe,,,,https://icobench.com/ico/coffe,6119,,,,2018-11-01,2019-12-31,,,,0.0,0.0
Apla,,,,https://icobench.com/ico/apla,6120,,,,2018-11-01,2019-07-27,,,,0.0,0.0
WolfpackBOT,,,,https://icobench.com/ico/wolfpackbot,6121,,,,2018-11-01,2019-04-30,,,,0.0,0.0
WeGen,transfer after ending,0x314dc48e17e904afd13927cb2a5cb7dc46d88a1a,,https://icobench.com/ico/wegen,6122,N,,,2018-11-01,2018-12-08,,,,0.0,0.0
Cuprum,NoMatch,,,https://icobench.com/ico/cuprum,6123,N,,,2018-11-01,2018-12-29,,,,0.0,0.0
IZIChain,DistributorsHardtoIdentify,0xdf59c8ba19b4d1437d80836b45f1319d9a429eed,,https://icobench.com/ico/izichain,6124,Y,,,2018-11-01,2019-01-29,,,,0.0,0.0
Fair Diamond Mining,NoTokenTransfer,0xfaa6d7a5dc082dcfc90881397375a70b1eed23a8,,https://icobench.com/ico/fair-diamond-mining,6126,N,,,2018-11-01,2019-02-28,,,,0.0,0.0
Finterra,,,,https://icobench.com/ico/finterra,6127,,,,2018-11-01,2019-03-15,,,,0.0,0.0
Healthy Corporation,,,,https://icobench.com/ico/healthycoins,6128,,,,2018-11-01,2019-01-31,,,,0.0,0.0
DAGNet,OK,0x2c57090c2f563ddc1341bdc17040c158cfa6fb55,,https://icobench.com/ico/dagnet,6129,N,,,2018-11-01,2018-12-25,,,0x507c5d74a09a4e419cc020d5dc7cf0680354ba79,0.0,0.0
Flexion,OK,0x100614ffda1bd77a694e215ca0f618da1bf8b7af,,https://icobench.com/ico/flexion,6130,Y,,,2018-11-01,2018-12-31,,,0xa17e797bc064580f83911e69255704fe12bce249,0.0,0.0
RusCoin,,,,https://icobench.com/ico/ruscoin,6131,,,,2017-10-01,2019-05-01,,,,0.0,0.0
Myanmar Gold Coin,transfer after ending,0x0bba19f02b9fbdca23d783ccc3f78c0a06544073,,https://icobench.com/ico/myanmar-gold-coin,6133,N,,,2018-10-01,2018-11-30,,,,0.0,0.0
Gramarye Media,NoMatch,,,https://icobench.com/ico/gramarye-media,6136,N,,,2018-10-01,2018-12-31,,,,0.0,0.0
autoXchange,,,,https://icobench.com/ico/autoxchange,6137,,,,2018-10-01,2019-04-30,,,,0.0,0.0
Muusic,NonERC20,,,https://icobench.com/ico/muusic-coin,6138,Y,,,2018-10-01,2019-02-28,,,,0.0,0.0
Alfa,NoTokenTransfer,0xd3ec74acbec997bb4cfba1e5ad698118008fabe2,,https://icobench.com/ico/alfa-coin,6139,N,,,2018-10-01,2019-01-30,,,,0.0,0.0
Digiters Network,NoMatch,,,https://icobench.com/ico/digiters-network,6140,N,,,2018-10-01,2018-10-31,,,,0.0,0.0
BitMED,NoTokenTransfer,,,https://icobench.com/ico/bitmed,6141,N,,,2018-10-01,2018-11-16,,,,0.0,0.0
Fameone,NoMatch,,,https://icobench.com/ico/fameone,6142,N,,,2018-10-01,2018-12-15,,,,0.0,0.0
Finlocale,OK,0xe5869a1ade66f0174c0fae6cd6cc303c54d7c738,,https://icobench.com/ico/finlocale,6143,Y,,,2018-10-01,2018-12-15,,,0xe0f4aee08710ddda937d2984f4abfd66ce6c82ff,0.0,0.0
Virtuse Exchange,NoTokenTransfer,0x31538e9f5b35892747084ad4e3fc0fdeb57bbc53,,https://icobench.com/ico/virtuse-exchange,6144,N,,,2018-10-01,2018-10-31,,,,0.0,0.0
Aidus,DistributorsHardtoIdentify,0xd178b20c6007572bd1fd01d205cc20d32b4a6015,,https://icobench.com/ico/aidus,6145,Y,,,2018-10-01,2019-01-12,,,,0.0,0.0
Thorchain,,,,https://icobench.com/ico/thorchain,6146,,,,2018-10-01,2020-09-30,,,,0.0,0.0
Betmatch,,,,https://icobench.com/ico/betmatch,6147,,,,2018-10-01,2019-04-01,,,,0.0,0.0
OPN Platform,DistributorsHardtoIdentify,0xaa484e0efa8c5d29463cbb515742957a258bbad5,,https://icobench.com/ico/opn-platform,6148,N,,,2018-10-01,2018-12-31,,,,0.0,0.0
OfferZone,NoTokenTransfer,0x8A641Bd32d4fB5671Ee0c4362d3678f6D5B77aCF,,https://icobench.com/ico/offerzone,6149,N,,,2018-10-01,2018-12-17,,,,0.0,0.0
Xunilair,NoTokenTransfer,0x60d5e18cd69f0cd2860fb2543a44df026875b83f,,https://icobench.com/ico/xunilair,6150,N,,,2018-10-01,2018-11-01,,,,0.0,0.0
Vixcore,NoTokenTransfer,0x5ab415906ac77e20618fab6ac1d56d331813f9d9,,https://icobench.com/ico/vixcore,6151,N,,,2018-10-01,2018-12-31,,,,0.0,0.0
Sportie,DistributorsHardtoIdentify,0xa673802792379714201ebc5f586c3a44b0248681,,https://icobench.com/ico/sportie,6152,N,,,2018-10-01,2018-12-31,,,,0.0,0.0
Artis,CancelledICO,,,https://icobench.com/ico/artis,6153,N,,,2018-10-01,2018-10-26,,,,0.0,0.0
BitcoinBing,OK,0xee91e81927bb047ea0f4b24e43dd5dc0684827a0,,https://icobench.com/ico/bitcoinbing,6154,N,,,2018-10-01,2018-11-15,,,0x36a01b0586445169a51b9481ba2952f64445f71c,0.0,0.0
Impala,,,,https://icobench.com/ico/impala,6156,,,,2018-10-01,2019-03-31,,,,0.0,0.0
Boons,,,,https://icobench.com/ico/boons,6157,N,,,2018-10-01,2018-11-21,,,,0.0,0.0
PBC,,,,https://icobench.com/ico/parinita-bansode-coin,6158,,,,2018-10-01,2019-03-31,,,,0.0,0.0
Renaissance Engineering,NonERC20,,,https://icobench.com/ico/renaissance-engineering,6159,N,,,2018-10-01,2018-11-15,,,,0.0,0.0
Records Keeper,NonERC20,,,https://icobench.com/ico/records-keeper,6160,N,,,2018-10-01,2018-11-30,,,,0.0,0.0
Keypasco,NoMatch,,,https://icobench.com/ico/keypasco,6161,N,,,2018-10-01,2019-01-31,,,,0.0,0.0
Amplify,transfer after ending,0x735af341f2d9ce3663616cd84ff522dbf62fbc1f,,https://icobench.com/ico/amplify,6162,Y,,,2018-11-16,2019-01-15,,,,0.0,0.0
Crosspays,NoTokenTransfer,0x8ee8441eb7e570b96d0a09914a073f7701d8b404,,https://icobench.com/ico/crosspays,6163,N,,,2018-10-01,2018-11-09,,,,0.0,0.0
CCINT,NoTokenTransfer,,,https://icobench.com/ico/ccint,6164,Y,,,2018-10-01,2018-11-30,,,,0.0,0.0
Ixir,OK,0xd66ba0ce45360fc94418cee2e94af9ed029ced47,,https://icobench.com/ico/ixircoin,6165,N,,,2018-10-01,2019-01-31,,,0x0000000000000000000000000000000000000000,0.0,0.0
Gallactic,NoTokenTransfer,0x58e0419ab0bcc7844069fab2cef414f1a56769e7,,https://icobench.com/ico/gallactic,6166,N,,,2018-10-01,2019-01-30,,,,0.0,0.0
Render It Coin,OK,0x552fdc8820e46308d2a5a5705c83a71412a9a37c,,https://icobench.com/ico/render-it-coin,6167,N,,,2018-09-01,2018-11-30,,,0xd17895a18cdbc7d16bda2db05634f5185124389d,0.0,0.0
Aeryus,OK,0xac4d22e40bf0b8ef4750a99ed4e935b99a42685e,,https://icobench.com/ico/aeryus,6169,Y,,,2018-09-01,2018-12-31,,,0xd6e5bba354bbe70bc08ce2e4540e488505ab4124,0.0,0.0
Neironix,OK,0x66fc757433782a20a7a6b6c2b9b1c5240fc5384c,,https://icobench.com/ico/neironix,6170,Y,,,2018-09-01,2018-11-30,,,"0x40166dd59f6054a38652f6a99e363106a99a6845,0x05ca268db7beee6791c2145653f2083ac56fe232",0.0,0.0
Minter,NonERC20,,,https://icobench.com/ico/minter,6171,Y,,,2018-09-01,2018-10-31,,,,0.0,0.0
TOK,NoMatch,,,https://icobench.com/ico/tok,6173,N,,,2018-09-01,2019-02-27,,,,0.0,0.0
KAASY.AI,,,,https://icobench.com/ico/kaasy-ai,6174,,,,2018-09-01,2019-06-01,,,,0.0,0.0
HI-TEK,NonERC20,,,https://icobench.com/ico/hi-tek,6176,N,,,2018-09-01,2018-12-31,,,,0.0,0.0
BrumH,NonERC20,,,https://icobench.com/ico/brumh,6177,Y,,,2018-09-01,2018-10-10,,,,0.0,0.0
Brotherly,NoTokenTransfer,,,https://icobench.com/ico/brotherly,6178,N,,,2018-09-01,2018-09-30,,,,0.0,0.0
The Man Cave Project,NonERC20,,,https://icobench.com/ico/the-man-cave-project,6179,N,,,2018-09-01,2018-10-01,,,,0.0,0.0
Magnify,NoMatch,,,https://icobench.com/ico/magnify,6180,N,,,2018-09-01,2018-10-31,,,,0.0,0.0
Lionstarter,NoTokenTransfer,0x8018e3ebde7ff20c410836e9b9a76283a3260a05,,https://icobench.com/ico/lionstarter,6181,N,,,2018-09-01,2018-12-01,,,,0.0,0.0
Cyphr Coin,NoTokenTransfer,0xc68d6276eb43f2433f30500d74f155031606e249,,https://icobench.com/ico/cyphr-coin,6182,N,,,2018-09-01,2018-11-30,,,,0.0,0.0
Enzed Share,NoTokenTransfer,0xc29bb97953c31e1e7025eaa832374d853b5df7ab,,https://icobench.com/ico/enzed-share,6183,N,,,2018-09-01,2018-11-30,,,,0.0,0.0
Vantum,NoTokenTransfer,0xb58c8a8fa2fcc2aeda0400c2397ffb32d4821e40,,https://icobench.com/ico/vantum,6184,N,,,2018-09-01,2018-10-30,,,,0.0,0.0
CitiCash,NonERC20,,,https://icobench.com/ico/citicash,6185,Y,,,2018-09-01,2018-10-31,,,,0.0,0.0
CarSmartt,,,,https://icobench.com/ico/carsmartt,6186,,,,2018-09-01,2019-07-15,,,,0.0,0.0
E2C,DistributorsHardtoIdentify,0x08ceed1e8db59acbb687a5752f0a7db815cfda5e,,https://icobench.com/ico/e2c,6187,Y,,,2018-09-01,2018-12-31,,,,0.0,0.0
Escrowblock,NoTokenTransfer,0x5e365a320779acc2c72f5dcd2ba8a81e4a34569f,,https://icobench.com/ico/escrowblock,6189,N,,,2018-04-02,2018-05-02,,,,0.0,0.0
Mineberg,NoTokenTransfer,,,https://icobench.com/ico/mineberg,6190,N,,,2018-12-02,2019-01-30,,,,0.0,0.0
RipaEx,NonERC20,,,https://icobench.com/ico/ripaex,6191,N,,,2018-07-02,2018-12-16,,,,0.0,0.0
Choice,NoMatch,,,https://icobench.com/ico/choice,6192,N,,,2018-06-02,2018-07-14,,,,0.0,0.0
Bitron,OK,0x008f8b5749963946c205b29c01ea4db168e9b47c,,https://icobench.com/ico/bitron,6193,N,,,2018-03-02,2018-04-02,,,0x008f8b5749963946c205b29c01ea4db168e9b47c,0.0,0.0
JCoin,NoTokenTransfer,0xe21c6c019f48c576440ce43860b801085b709715,,https://icobench.com/ico/jcoin,6194,N,,,2018-05-02,2018-07-02,,,,0.0,0.0
XMP,NoTokenTransfer,0xd395e0bfac41f35074b458f8653d1017dd3efe58,,https://icobench.com/ico/xmp,6195,N,,,2018-11-02,2018-11-30,,,,0.0,0.0
CryptoCasher,NoTokenTransfer,0x8b4519ed0d21c10f89dad11ba2ce0641aea211c9,,https://icobench.com/ico/cryptocasher,6196,N,,,2018-11-02,2019-03-02,,,,0.0,0.0
Rhea,NoTokenTransfer,,,https://icobench.com/ico/rhea,6197,N,,,2017-10-02,2017-10-30,,,,0.0,0.0
VocoNetwork,OnlyPreICOTransactions,0x132a108831f3da35338b5e7e76d6fbddfbff39e6,,https://icobench.com/ico/voconetwork,6198,Y,,,2018-09-02,2019-01-01,,,,0.0,0.0
Era Swap Token,OK,0x2ce59e1f4c4159e087d1e2e16db2b606f67a2f3a,,https://icobench.com/ico/era-swap-token,6199,N,,,2018-09-02,2018-12-31,,,0x1be138effe5fa00b4c2d5ec62b8d555646389476,0.0,0.0
Bitfair,NoTokenTransfer,0xd10f5e01ab7af45b8ed2d4486a4051e238e9de95,,https://icobench.com/ico/bitfair,6200,N,,,2018-09-02,2018-09-30,,,,0.0,0.0
Plasmium,NoTokenTransfer (Suspicious ICO),,,https://icobench.com/ico/plasmium,6201,Y,,,2018-09-02,2018-09-10,,,,0.0,0.0
Cronuscoin,NoMatch,,,https://icobench.com/ico/cronuscoin,6202,Y,,,2018-08-03,2018-11-28,,,,0.0,0.0
Namek,OK,0x01d10fb85495e2c44097231fcbaafec890274d2c,,https://icobench.com/ico/namek,6204,N,,,2018-12-03,2019-01-27,,,0x0000000000000000000000000000000000000000,0.0,0.0
Blockhipo,OnlyPreICOTransactions,0x4fe1b5ff3f640da6ef23c4aa9be7d952e46f5c5b,,https://icobench.com/ico/blockhipo,6205,Y,,,2018-12-03,2019-01-17,,,,0.0,0.0
Blockchain Ventureon,transfer after ending,0x47c14e3d3e615468d8808ad031595f83dcefc9cb,,https://icobench.com/ico/blockchain-ventureon,6206,N,,,2018-05-03,2018-08-08,,,,0.0,0.0
Bitdollar Fund,NoTokenTransfer,0x49ec1bc8b86d9632e59974c798390b3d75c72915,,https://icobench.com/ico/bitdollar-fund,6207,N,,,2018-11-03,2019-03-02,,,,0.0,0.0
Pumpkin,NoTokenTransfer,0x5ac31cea4170b79ca8e966f9a39b1bcf8512a178,,https://icobench.com/ico/pumpkin,6208,N,,,2018-10-03,2018-12-31,,,,0.0,0.0
X-Power,NoTokenTransfer,0x2259133B1Aa6B7f0B101559BF76091f383141B69,,https://icobench.com/ico/x-power,6209,N,,,2018-10-03,2019-02-28,,,,0.0,0.0
Stable,NoTokenTransfer,0x881f56fa0228e80402218c16cf04985920838d96,,https://icobench.com/ico/stable,6210,N,,,2017-09-03,2017-10-01,,,,0.0,0.0
Rethen,OK,0xa11e45783eb07a5e90e201f9aa473f123ccc8e51,,https://icobench.com/ico/rethen,6211,N,,,2018-09-03,2018-09-22,,,0x0000000000000000000000000000000000000000,0.0,0.0
Rudrcoin,NonERC20,,,https://icobench.com/ico/rudrcoin,6212,N,,,2018-09-03,2018-12-31,,,,0.0,0.0
Meerkat,NoTokenTransfer,0x4590877022b2ff1f19953710d8a1e387e5da6315,,https://icobench.com/ico/meerkat,6213,N,,,2018-09-03,2018-10-07,,,,0.0,0.0
Harapan,,,,https://icobench.com/ico/harapan-coin,6214,,,,2018-04-04,2020-02-20,,,,0.0,0.0
Bounty Hunter,transfer after ending,0x989812ae9cb5536048376e6982d120942ae5dcda,,https://icobench.com/ico/bounty-hunter,6215,N,,,2017-12-04,2017-12-28,,,,0.0,0.0
DaxBase,OK,0xe19e5f49a8dd5b0b9df93def1fec2619291dd793,,https://icobench.com/ico/daxbase,6216,N,,,2017-12-04,2018-03-11,,,0xf7442449cff3aa74b133367308503f4223c7cfb0,0.0,0.0
Cedium,NoMatch,,,https://icobench.com/ico/cedium,6217,N,,,2018-12-04,2018-12-31,,,,0.0,0.0
Crypto'n'Kafe,NoTokenTransfer,0x3d6c3dc8f21dcccf4fefdc7f0de1a787d9bc2f26,,https://icobench.com/ico/crypto-n-kafe,6219,N,,,2018-02-04,2018-03-25,,,,0.0,0.0
Ripplecash,,,,https://icobench.com/ico/ripplecash,6220,,,,2018-01-04,2019-04-21,,,,0.0,0.0
Bancryp,OK,0x3aa2d3ab4e0e9f8fb50d5288cc16bbd9b6b2513a,,https://icobench.com/ico/bancryp,6221,N,,,2018-07-04,2018-12-31,,,0x66fc388e7af7ee6198d849a37b89a813d559913a,0.0,0.0
Togacoin,,,,https://icobench.com/ico/togacoin,6222,,,,2018-06-04,2019-05-01,,,,0.0,0.0
Meterx,NoTokenTransfer,0x10f3c347687d0be6c0406405bb1fd7c8fc490377,,https://icobench.com/ico/meterx,6223,N,,,2018-05-04,2018-06-04,,,,0.0,0.0
Start Waves,NoTokenTransfer,,,https://icobench.com/ico/start-waves,6224,N,,,2018-11-04,2019-03-04,,,,0.0,0.0
Tunez,,,,https://icobench.com/ico/tunez,6225,,,,2018-11-04,2019-12-04,,,,0.0,0.0
TokenDesk,transfer after ending,0x6295Ab2BE04A617747481B292c390BfcA592Cf28,,https://icobench.com/ico/tokendesk,6226,Y,,,2017-10-04,2017-12-24,,,,0.0,0.0
FITX,NonERC20,,,https://icobench.com/ico/fitx,6227,N,,,2018-10-04,2018-12-27,,,,0.0,0.0
KC Bank,,,,https://icobench.com/ico/karatcoin-bank,6228,,,,2018-09-04,2019-09-04,,,,0.0,0.0
Cewnote,NoTokenTransfer,0x1469427d2c1d623869acd70b0e16ad9566f0d3f6,,https://icobench.com/ico/cewnote,6229,N,,,2018-11-20,2018-12-25,,,,0.0,0.0
Shamrock,OK,0x92d01e9128878aeca1db66695b22e420ccf27712,,https://icobench.com/ico/shamrock,6230,N,,,2018-12-05,2019-03-05,,,0x92d01e9128878aeca1db66695b22e420ccf27712,0.0,0.0
The Magnus Collective,OK,0x1a7cc52ca652ac5df72a7fa4b131cb9312dd3423,,https://icobench.com/ico/the-magnus-collective,6231,Y,,,2018-02-05,2018-02-15,,,0x0f4cafdce3737601c598bcfd4bbd69f75786ba40,0.0,0.0
Olife,NoMatch,,,https://icobench.com/ico/olife,6233,Y,,,2018-06-05,2018-11-04,,,,0.0,0.0
